321,19641114,1330,Hertha BSC,1. FC Kaiserslautern,5,3,4,0
322,19641114,1330,1. FC Köln,TSV 1860 München,1,1,1,0
323,19641114,1330,Werder Bremen,FC Schalke 04,2,2,1,1
324,19641114,1330,VfB Stuttgart,Eintracht Braunschweig,3,1,2,1
325,19641114,1330,1. FC Nürnberg,Hamburger SV,2,3,2,2
326,19641114,1330,Hannover 96,Frankfurter SG Eintracht,3,2,1,0
327,19641119,1930,Borussia Dortmund,Meidericher SV,0,0,0,0
328,19650111,2130,Borussia Neunkirchen,Karlsruher SC,1,0,0,0
329,19641121,1330,FC Schalke 04,1. FC Köln,2,3,1,2
330,19641121,1330,Hamburger SV,Borussia Dortmund,1,4,0,2
331,19641121,1330,Meidericher SV,1. FC Nürnberg,2,0,2,0
332,19641121,1330,TSV 1860 München,Werder Bremen,3,1,1,1
333,19641121,1330,Karlsruher SC,Hannover 96,2,3,0,1
334,19641121,1330,1. FC Kaiserslautern,VfB Stuttgart,2,1,2,1
335,19641121,1330,Frankfurter SG Eintracht,Borussia Neunkirchen,1,0,0,0
336,19641121,1330,Eintracht Braunschweig,Hertha BSC,1,1,0,1
337,19641128,1330,1. FC Köln,Hamburger SV,3,0,3,0
338,19641128,1330,1. FC Nürnberg,Borussia Dortmund,1,0,0,0
339,19641128,1330,FC Schalke 04,TSV 1860 München,2,2,1,1
340,19641128,1330,VfB Stuttgart,Frankfurter SG Eintracht,1,2,1,2
341,19641128,1330,Borussia Neunkirchen,Hannover 96,2,1,0,0
342,19641128,1330,Eintracht Braunschweig,1. FC Kaiserslautern,2,0,1,0
343,19641128,1330,Hertha BSC,Karlsruher SC,2,1,0,0
344,19641128,1730,Werder Bremen,Meidericher SV,1,0,0,0
345,19641205,1315,Hamburger SV,TSV 1860 München,3,2,1,2
346,19641205,1315,Borussia Dortmund,Werder Bremen,1,2,1,1
347,19641205,1315,1. FC Nürnberg,1. FC Köln,3,0,2,0
348,19641205,1315,Hannover 96,VfB Stuttgart,2,1,1,0
349,19641205,1315,Frankfurter SG Eintracht,Eintracht Braunschweig,2,2,1,0
350,19641205,1315,Borussia Neunkirchen,Hertha BSC,2,2,2,1
351,19641205,1730,Karlsruher SC,1. FC Kaiserslautern,6,1,3,1
352,19641205,1730,Meidericher SV,FC Schalke 04,2,1,0,1
353,19641212,1300,Hertha BSC,Hannover 96,1,1,0,1
354,19641212,1315,VfB Stuttgart,Borussia Neunkirchen,3,2,2,0
355,19641212,1315,1. FC Kaiserslautern,Frankfurter SG Eintracht,0,1,0,0
356,19641212,1315,1. FC Köln,Borussia Dortmund,3,3,1,0
357,19641212,1315,FC Schalke 04,Hamburger SV,3,1,2,0
358,19641212,1315,TSV 1860 München,Meidericher SV,2,1,1,1
359,19641212,1730,Werder Bremen,1. FC Nürnberg,1,1,1,0
360,19641212,1730,Eintracht Braunschweig,Karlsruher SC,3,0,1,0
361,19641219,1300,Hertha BSC,1. FC Köln,1,3,1,3
362,19641219,1315,FC Schalke 04,Frankfurter SG Eintracht,1,1,0,0
363,19641219,1315,Hannover 96,Borussia Dortmund,2,0,2,0
364,19641219,1315,TSV 1860 München,Eintracht Braunschweig,2,0,0,0
365,19641219,1315,Meidericher SV,Karlsruher SC,1,1,1,1
366,19641219,1315,Borussia Neunkirchen,1. FC Nürnberg,1,1,1,0
367,19641219,1730,Werder Bremen,1. FC Kaiserslautern,1,1,0,1
368,19641219,1730,VfB Stuttgart,Hamburger SV,2,4,1,2
369,19641231,1400,1. FC Nürnberg,VfB Stuttgart,1,1,0,1
370,19650102,1400,1. FC Köln,Hannover 96,0,1,0,1
371,19650102,1400,Hamburger SV,Hertha BSC,4,1,3,1
372,19650102,1400,Karlsruher SC,FC Schalke 04,2,2,1,1
373,19650102,1400,Borussia Dortmund,Borussia Neunkirchen,5,1,1,0
374,19650102,1400,1. FC Kaiserslautern,Meidericher SV,2,0,0,0
375,19650102,1400,Eintracht Braunschweig,Werder Bremen,1,1,1,0
376,19650102,1400,Frankfurter SG Eintracht,TSV 1860 München,4,1,2,0
377,19650109,1300,Hertha BSC,1. FC Nürnberg,1,2,0,1
378,19650109,1315,Hannover 96,Hamburger SV,1,2,0,1
379,19650109,1315,Borussia Neunkirchen,1. FC Köln,1,1,1,1
380,19650109,1400,VfB Stuttgart,Borussia Dortmund,3,2,2,2
381,19650109,1400,Werder Bremen,Frankfurter SG Eintracht,2,2,1,0
382,19650109,1400,FC Schalke 04,1. FC Kaiserslautern,1,0,0,0
